Probe Set ID	Percentile
221520_s_at	-33.248
221521_s_at	-18.4459
221522_at	-74.6623
221523_s_at	74.8887
221524_s_at	72.5728
221525_at	20.4749
221526_x_at	-45.0416
221527_s_at	-37.4469
221528_s_at	64.8208
221529_s_at	-72.4307
221530_s_at	-14.2139
221531_at	-8.99867
221532_s_at	-9.46009
221533_at	-58.1953
221534_at	77.6354
221535_at	-7.29854
221536_s_at	-11.8213
221537_at	27.5791
221538_s_at	-8.87097
221539_at	-24.8433
221540_x_at	42.9286
221541_at	94.8841
221542_s_at	-23.1566
221543_s_at	-30.3516
221544_s_at	76.4904
221545_x_at	67.3263
221546_at	-48.9281
221547_at	71.4294
221548_s_at	-18.7267
221549_at	-29.8372
221550_at	-63.0505
221551_x_at	-37.7807
221552_at	-33.7997
221553_at	-70.495
221554_at	81.3267
221555_x_at	-33.0292
221556_at	-64.0152
221557_s_at	27.2327
221558_s_at	14.2274
221559_s_at	-29.2572
221560_at	-95.34
221561_at	38.8558
221562_s_at	-21.1113
221563_at	-8.70606
221564_at	46.9584
221565_s_at	-59.9088
221566_s_at	-60.8938
221567_at	-38.8997
221568_s_at	-23.4599
221569_at	-3.52643
221570_s_at	-9.99301
221571_at	-52.0571
221572_s_at	-67.0718
221573_at	74.167
221575_at	-4.70794
221576_at	89.1251
221577_x_at	-33.7077
221578_at	-58.1904
221579_s_at	47.9788
221580_s_at	1.41213
221581_s_at	87.6802
221582_at	-24.3302
221583_s_at	-37.8212
221584_s_at	-21.1119
221585_at	-76.1899
221586_s_at	-20.2199
221587_s_at	-26.5636
221588_x_at	-21.9294
221589_s_at	-15.4348
221590_s_at	-13.3275
221591_s_at	-36.8638
221592_at	-82.9601
221593_s_at	-16.3807
221594_at	-59.2361
221595_at	36.1239
221596_s_at	-92.5068
221597_s_at	-67.4955
221598_s_at	-45.2534
221599_at	-9.83607
221600_s_at	-16.7982
221601_s_at	35.0925
221602_s_at	31.089
221603_at	61.9523
221604_s_at	46.5774
221605_s_at	-42.5952
221606_s_at	-20.5516
221607_x_at	12.0824
221608_at	60.2738
221609_s_at	-95.0914
221610_s_at	-38.5708
221611_s_at	-91.6818
221612_at	-47.331
221613_s_at	74.8007
221614_s_at	-62.4927
221615_at	-24.1956
221616_s_at	82.3807
221617_at	80.5109
221618_s_at	-41.582
221619_s_at	3.18796
221620_s_at	-5.25955
221621_at	-36.8635
221622_s_at	-55.1749
221623_at	-67.8021
221624_at	56.1655
221625_at	-56.3891
221626_at	-78.1063
221627_at	-71.5222
221628_s_at	75.4823
221629_x_at	-27.0434
221630_s_at	-76.3715
221631_at	-87.5553
221632_s_at	-70.3665
221633_at	54.4377
221634_at	-41.7128
221636_s_at	-20.6156
221637_s_at	-81.3661
221638_s_at	89.5208
221639_x_at	56.4137
221640_s_at	-46.2849
221641_s_at	74.0031
221642_at	62.4753
221643_s_at	98.3258
221644_s_at	-68.9628
221645_s_at	-79.5183
221646_s_at	-52.456
221647_s_at	27.6766
221648_s_at	-37.1319
221649_s_at	-52.8171
221650_s_at	57.5788
221651_x_at	-93.0459
221652_s_at	-4.74453
221653_x_at	80.3658
221654_s_at	95.3688
221655_x_at	-70.927
221656_s_at	-10.2427
221657_s_at	-67.7371
221658_s_at	-76.2233
221659_s_at	19.4927
221660_at	49.1731
221661_at	-82.1975
221662_s_at	-86.7811
221663_x_at	11.4188
221664_s_at	87.7775
221665_s_at	-47.2413
221666_s_at	97.5551
221667_s_at	-44.5894
221668_s_at	-70.4179
221669_s_at	15.9228
221670_s_at	7.69386
221671_x_at	-92.9862
221672_s_at	69.135
221673_s_at	76.9362
221674_s_at	70.4972
221675_s_at	33.1908
221676_s_at	65.5991
221677_s_at	-14.0817
221678_at	9.20052
221679_s_at	-40.2036
221680_s_at	88.2717
221681_s_at	2.77172
221682_s_at	-73.3343
221683_s_at	-17.566
221684_s_at	77.5098
221685_s_at	-4.94023
221686_s_at	-72.2853
221687_s_at	-47.7894
221688_s_at	-21.1018
221689_s_at	-2.07823
221690_s_at	-69.9826
221691_x_at	-14.302
221692_s_at	-36.2023
221693_s_at	-15.8052
221695_s_at	99.0288
221696_s_at	-20.8562
221697_at	-59.6747
221698_s_at	97.6805
221699_s_at	-19.9958
221700_s_at	12.1944
221701_s_at	-69.3721
221702_s_at	65.6327
221703_at	-12.9439
221704_s_at	92.5397
221705_s_at	-53.1954
221706_s_at	-34.1981
221707_s_at	21.8898
221708_s_at	-30.6278
221709_s_at	80.9602
221710_x_at	62.0317
221711_s_at	-15.3803
221712_s_at	-4.49067
221713_s_at	-87.8124
221714_s_at	-71.4993
221715_at	15.7558
221716_s_at	-59.1778
221717_at	37.9972
221718_s_at	97.9964
221719_s_at	13.7309
221720_s_at	-90.4441
221721_s_at	63.3214
221722_x_at	29.5017
221723_s_at	84.5457
221724_s_at	91.49
221725_at	66.7964
221726_at	-4.77303
221727_at	-39.7298
221728_x_at	-97.6647
221729_at	-31.1372
221730_at	-29.7277
221731_x_at	9.845
221732_at	83.8535
221733_s_at	-53.0841
221734_at	-9.82159
221735_at	83.2327
221736_at	56.6004
221737_at	-8.76573
221738_at	66.0073
221739_at	-10.9984
221740_x_at	-31.5432
221741_s_at	-21.3536
221742_at	65.1101
221743_at	49.1471
221744_at	-91.0453
221745_at	7.84301
221746_at	-14.3879
221747_at	-30.4216
221748_s_at	-30.6348
221749_at	73.8537
221750_at	-11.6861
221751_at	-18.9308
221752_at	67.7484
221753_at	81.2006
221754_s_at	28.7924
221755_at	98.3528
221756_at	27.304
221757_at	37.1184
221758_at	-90.7005
221759_at	-18.4448
221760_at	71.1578
221761_at	12.9373
221762_s_at	75.2516
221763_at	94.4038
221764_at	93.7228
221765_at	-81.7622
221766_s_at	52.9529
221767_x_at	-32.4247
221768_at	-95.3877
221769_at	95.6198
221770_at	-6.98544
221771_s_at	83.8695
221772_s_at	81.7621
221773_at	-41.4577
221774_x_at	97.6474
221775_x_at	-15.4367
221776_s_at	-73.1416
221777_at	-25.7525
221778_at	96.7266
221779_at	-40.0963
221780_s_at	-39.1216
221781_s_at	-28.2787
221782_at	-14.8085
221783_at	14.8976
221784_at	28.5971
221785_at	-85.9884
221786_at	-92.3574
221787_at	-73.3733
221788_at	-6.79578
221789_x_at	57.9962
221790_s_at	-95.1677
221791_s_at	63.4306
221792_at	-48.212
221793_at	15.8927
221794_at	-35.7046
221795_at	-25.8724
221796_at	-37.5684
221797_at	-68.9998
221798_x_at	-50.7254
221799_at	89.8425
221800_s_at	-48.5356
221801_x_at	-52.9531
221802_s_at	-39.7313
221803_s_at	99.5703
221804_s_at	98.7717
221805_at	-63.3006
221806_s_at	61.786
221807_s_at	82.3986
221808_at	-65.5711
221809_at	-29.6416
221810_at	-44.2254
221811_at	-60.7473
221812_at	87.1321
221813_at	48.9315
221814_at	-30.8746
221815_at	88.769
221816_s_at	91.6509
221817_at	-7.46578
221818_at	-77.3197
221819_at	91.3542
221820_s_at	95.1196
221821_s_at	-42.1406
221822_at	0.881093
221823_at	-40.6644
221824_s_at	70.9576
221825_at	-66.5386
221826_at	0.335871
221827_at	56.632
221828_s_at	-94.8193
221829_s_at	4.19439
221830_at	-23.5127
221831_at	-23.1472
221832_s_at	-10.3876
221833_at	28.4418
221834_at	45.0526
221835_at	-92.1112
221836_s_at	33.7506
221837_at	52.6568
221838_at	36.7796
221839_s_at	-1.34376
221840_at	96.9761
221841_s_at	-97.6299
221842_s_at	-51.442
221843_s_at	-23.8746
221844_x_at	-73.3301
221845_s_at	-10.9835
221846_s_at	-42.9781
221847_at	-3.58708
221848_at	59.2642
221849_s_at	88.401
221850_x_at	89.1161
221851_at	65.3675
221852_at	13.342
221853_s_at	-45.1733
221854_at	-51.0477
221855_at	-51.7463
221856_s_at	98.1253
221857_s_at	-86.2078
221858_at	-21.8188
221859_at	-55.9256
221860_at	71.9176
221861_at	32.7835
221862_at	-88.4105
221863_at	30.1154
221864_at	75.099
221865_at	-67.9815
221866_at	92.7441
221867_at	93.9498
221868_at	-23.9764
221869_at	-38.9654
221870_at	-23.4058
221871_s_at	-33.5049
221872_at	-24.0854
221873_at	96.8186
221874_at	25.1127
221875_x_at	98.4349
221876_at	-18.5025
221877_at	-16.1428
221878_at	85.6502
221879_at	-80.4021
221880_s_at	-38.1237
221881_s_at	-10.6953
221882_s_at	94.6815
221883_at	5.76458
221884_at	-46.6938
221885_at	-79.936
221886_at	-45.4117
221887_s_at	-96.8286
221888_at	-95.447
221889_at	51.3723
221890_at	78.7115
221891_x_at	-30.663
221892_at	-71.3392
221893_s_at	-6.84056
221894_at	-43.5874
221895_at	99.3984
221896_s_at	-50.5033
221897_at	43.14
221898_at	-41.9776
221899_at	82.2805
221900_at	-17.2354
221901_at	-67.0229
221902_at	-63.759
221903_s_at	92.1548
221904_at	47.6063
221905_at	92.7501
221906_at	-59.3729
221907_at	30.3054
221908_at	-17.937
221909_at	-19.826
221910_at	-46.5483
221911_at	-34.1325
221912_s_at	-58.5785
221913_at	-32.0093
221914_at	-35.9845
221915_s_at	-40.894
221916_at	-47.1512
221917_s_at	-16.7593
221918_at	26.4781
221919_at	-46.0021
221920_s_at	76.1702
221921_s_at	-96.4189
221922_at	-91.7946
221923_s_at	-3.61003
221924_at	2.63837
221925_s_at	-31.8744
221926_s_at	-41.6558
221927_s_at	-38.8659
221928_at	-83.983
221929_at	-96.4862
221930_at	9.67979
221931_s_at	-3.22469
221932_s_at	-5.81938
221933_at	-36.9087
221934_s_at	-93.1408
221935_s_at	-16.2644
221936_x_at	-92.5315
221937_at	79.2721
221938_x_at	72.8816
221939_at	-3.46848
221940_at	-10.3602
221941_at	-83.9618
221942_s_at	-22.4049
221943_x_at	-46.4371
221944_at	-57.9503
221945_at	-74.6989
221946_at	-52.8437
221947_at	75.1974
221948_s_at	38.522
221949_at	-11.4127
221950_at	-53.1574
221951_at	17.84
221952_x_at	2.96009
221953_s_at	-68.3402
221954_at	96.5422
221955_at	48.337
221956_at	21.6478
221957_at	99.3084
221958_s_at	81.7509
221959_at	-95.4676
221960_s_at	26.7743
221961_at	63.3967
221962_s_at	51.2758
221963_x_at	31.1061
221964_at	-17.344
221965_at	-15.1684
221966_at	-80.457
221967_at	-90.4734
221968_s_at	56.0022
221969_at	-94.2185
221970_s_at	-10.176
221971_x_at	84.078
221972_s_at	30.4634
221973_at	-20.3541
221974_at	-13.4852
221975_s_at	67.7596
221976_s_at	-58.4084
221977_at	18.789
221978_at	91.4441
221979_at	99.0439
221980_at	-92.5698
221981_s_at	-39.2007
221982_x_at	-82.3183
221983_at	66.3647
221984_s_at	36.9344
221985_at	70.7574
221986_s_at	66.5984
221987_s_at	-1.19048
221988_at	-76.6487
221989_at	-73.8566
221990_at	-87.7531
221991_at	16.3091
221992_at	-56.2211
221993_s_at	49.6389
221994_at	-56.9387
221995_s_at	-3.20306
221996_s_at	0.162602
221997_s_at	-53.8744
221998_s_at	97.699
221999_at	99.4939
222000_at	-66.2726
222001_x_at	87.1723
222002_at	-93.9149
222003_s_at	-98.7281
222004_s_at	24.4943
222005_s_at	-75.3726
222006_at	-7.0358
222007_s_at	49.5541
222008_at	-90.8226
222009_at	55.0414
222010_at	-5.93554
222011_s_at	-6.62993
222012_at	64.4344
222013_x_at	-8.92437
222014_x_at	-12.3452
222015_at	-70.9762
222016_s_at	-17.0773
222017_x_at	97.3202
222018_at	-50.6732
222019_at	-14.5429
222020_s_at	-55.9689
222021_x_at	-5.56761
222022_at	29.2005
222023_at	79.8276
222024_s_at	92.5976
222025_s_at	43.9827
222026_at	-15.5599
222027_at	-12.8613
222028_at	-55.785
222029_x_at	-14.6212
222030_at	-78.7929
222031_at	-10.5859
222032_s_at	-72.2522
222033_s_at	-36.4858
222034_at	-28.4274
222035_s_at	56.8275
222036_s_at	-2.61978
222037_at	-11.6783
222038_s_at	-66.8843
222039_at	-53.5241
222040_at	-66.4828
222041_at	-39.6075
222042_x_at	59.9856
222043_at	-31.9413
222044_at	5.69145
222045_s_at	69.2436
222046_at	81.7279
222047_s_at	-37.73
222048_at	-82.6708
222049_s_at	-68.7791
222050_at	-59.3149
222051_s_at	-24.9107
222052_at	-14.4886
222053_at	-81.5329
222054_at	-98.6601
222055_at	-74.7332
222056_s_at	-2.80035
222057_at	8.44024
222058_at	95.7671
222059_at	73.1665
222060_at	46.7884
222061_at	76.7738
222062_at	-70.621
222063_s_at	23.0805
222064_s_at	-3.10347
222065_s_at	91.9665
222066_at	-78.9807
222067_x_at	64.4392
222068_s_at	-65.216
222069_s_at	79.5039
222070_at	18.4876
222071_s_at	79.9496
222072_at	19.5342
222073_at	-39.1837
222074_at	-63.1136
222075_s_at	-36.1983
222076_at	41.263
222077_s_at	-12.2947
222078_at	-81.5085
222079_at	-58.7556
222080_s_at	44.091
222081_at	19.2903
222082_at	66.3399
222083_at	-73.3243
222084_s_at	51.6655
222085_at	-86.7403
222086_s_at	66.4981
222087_at	-16.844
222088_s_at	92.6549
222089_s_at	46.4477
222090_at	53.8429
222091_at	8.72596
222092_at	71.3829
222093_s_at	30.8818
222094_at	14.6645
222095_s_at	-67.985
222096_x_at	2.43038
222097_at	-60.0295
222098_s_at	-90.5056
222099_s_at	44.9763
222100_at	42.6566
222101_s_at	-17.4422
222102_at	-58.9957
222103_at	29.7234
222104_x_at	32.2811
222105_s_at	0.293112
222106_at	-43.8888
222107_x_at	54.1128
222108_at	-38.0435
222109_at	45.0776
222110_at	-90.3848
222111_at	7.9886
222112_at	97.2811
222113_s_at	61.0424
222114_x_at	82.2219
222115_x_at	67.1506
222116_s_at	-10.9095
222117_s_at	-65.2811
222118_at	-16.7753
222119_s_at	90.0907
222120_at	-18.5415
222121_at	-32.7747
222122_s_at	-57.607
222123_s_at	-84.56
222124_at	-52.908
222125_s_at	-25.3988
222126_at	-12.5277
222127_s_at	80.5067
222128_at	-67.319
222129_at	65.8444
222130_s_at	-11.5765
222131_x_at	59.7461
222132_s_at	-0.976455
222133_s_at	98.1373
222134_at	-49.1271
222135_at	40.0787
222136_x_at	-24.2927
222137_at	-50.7383
222138_s_at	-57.9202
222139_at	94.001
222140_s_at	-13.2668
222141_at	71.9352
222142_at	22.1579
222143_s_at	82.0874
222144_at	-78.1009
222145_at	20.3057
222146_s_at	-34.8608
222147_s_at	-30.1234
222148_s_at	91.5655
222149_x_at	-82.1044
222150_s_at	32.9934
222151_s_at	99.1969
222152_at	89.7734
222153_at	-66.9235
222154_s_at	-30.8761
222155_s_at	-37.05
222156_x_at	95.2605
222157_s_at	77.3499
222158_s_at	-42.0284
222159_at	34.9951
222160_at	85.5455
222161_at	-47.5477
222162_s_at	-25.7795
222163_s_at	52.9527
222164_at	-1.73333
222165_x_at	-83.677
222166_at	-77.7423
222167_at	-28.6338
222168_at	-75.1647
222169_x_at	-96.0746
222170_at	-6.5231
222171_s_at	-52.7108
222172_at	-81.2921
222173_s_at	50.258
222174_at	67.3784
222175_s_at	69.7089
222176_at	-98.0501
222177_s_at	-68.6858
222178_s_at	-68.4284
222179_at	-76.1678
222180_at	-59.6608
222181_at	-80.8977
222182_s_at	-70.1543
222183_x_at	-32.9399
222184_at	-34.8325
222185_at	26.6723
222186_at	93.8957
222187_x_at	6.59728
222188_at	-74.1152
222189_at	39.8591
222190_s_at	-13.0645
222191_s_at	-44.5941
222192_s_at	-12.9167
222193_at	-27.203
222194_at	34.7834
222195_s_at	87.8232
222196_at	-53.5159
222197_s_at	52.1635
222198_at	72.6713
222199_s_at	96.5868
222200_s_at	82.2933
222201_s_at	14.637
222202_at	-94.6484
222203_s_at	-7.33024
222204_s_at	-6.57732
222205_x_at	11.1834
222206_s_at	-96.5126
222207_x_at	59.4219
222208_s_at	29.8471
222209_s_at	-5.62231
222210_at	70.342
222211_x_at	78.3073
222212_s_at	38.5623
222213_x_at	20.6187
222214_at	54.8772
222215_at	73.959
222216_s_at	-10.7697
222217_s_at	39.0281
222218_s_at	94.7776
222219_s_at	66.5367
222220_s_at	-55.4249
222221_x_at	96.2163
222222_s_at	-83.6459
222223_s_at	-62.6763
222224_at	-43.8697
222225_at	77.3429
222226_at	49.1
222227_at	-81.5532
222228_s_at	-79.4811
222229_x_at	-30.3623
222230_s_at	26.01
222231_s_at	-28.2156
222233_s_at	39.0064
222234_s_at	-61.6778
222235_s_at	79.9147
222236_s_at	-35.4154
222237_s_at	-22.0372
222238_s_at	74.4889
222239_s_at	82.8044
222240_s_at	-47.2013
222241_at	62.0283
222242_s_at	-64.2961
222243_s_at	-24.5199
222244_s_at	58.3279
222245_s_at	-58.5208
222246_at	-96.9884
222247_at	12.4478
222248_s_at	-67.6624
222249_at	-21.891
222250_s_at	-2.42086
222251_s_at	69.1184
222252_x_at	67.2323
222253_s_at	-21.3152
222254_at	-79.4221
222255_at	56.0545
222256_s_at	-49.7936
222257_s_at	-50.0285
222258_s_at	-24.8292
222259_s_at	-91.8139
222260_at	76.4225
222261_at	4.04397
222262_s_at	-65.2378
222263_at	-73.578
222264_at	40.5298
222265_at	30.18
222266_at	-29.7044
222267_at	-21.6062
222268_x_at	-79.1454
222269_at	-12.5685
222270_at	-40.5054
222271_at	-32.1517
222272_x_at	23.4975
222273_at	77.5076
222274_at	-71.3173
222275_at	-4.83491
222276_at	-12.8871
222277_at	-15.1191
222278_at	-84.5044
222279_at	-2.52574
222280_at	-0.586806
222281_s_at	-53.8247
222282_at	80.0958
222283_at	-31.4646
222284_at	45.7982
222285_at	-96.0424
222286_at	-16.5927
222287_at	-74.0083
222288_at	-30.4437
222289_at	75.3776
222290_at	-29.8904
222291_at	-45.2027
222292_at	-69.2362
222293_at	58.8278
222294_s_at	86.879
222295_x_at	6.19327
222296_at	-85.5823
222297_x_at	-2.26626
222298_at	-49.1903
222299_x_at	-65.2939
222300_at	41.4053
222301_at	-70.7432
222302_at	-72.7286
222303_at	60.759
222304_x_at	-11.1172
222305_at	-39.1583
222306_at	-92.19
222307_at	89.4598
222308_x_at	-86.6676
222309_at	21.0738
222310_at	22.1405
222311_s_at	26.2361
222312_s_at	-43.3997
222313_at	45.6564
222314_x_at	-74.7409
222315_at	38.8205
222316_at	12.9608
222317_at	64.2032
222318_at	-78.1971
222319_at	-87.0407
222320_at	80.1106
222321_at	-88.4663
222322_at	-81.3923
222323_at	62.103
222324_at	-51.3983
222325_at	-41.0187
222326_at	97.8134
222327_x_at	-40.8481
222328_x_at	-71.9881
222329_x_at	-83.8908
222330_at	81.1929
222331_at	69.3148
222332_at	-81.4632
222333_at	-51.6861
222334_at	-57.8757
222335_at	-32.1828
222336_at	-75.7587
222337_at	47.8293
222338_x_at	-9.89262
222339_x_at	11.5905
222340_at	-63.3556
222341_x_at	-42.6315
222342_at	-66.3665
222343_at	55.6254
222344_at	-27.2873
222345_at	-95.9284
222346_at	42.5602
222347_at	-34.1686
222348_at	-53.2147
222349_x_at	-93.3011
222350_at	-18.4689
222351_at	-47.0274
222352_at	-34.4046
222353_at	-81.0458
222354_at	17.4986
222355_at	-49.2295
222356_at	-93.5165
222357_at	30.4013
222358_x_at	44.1255
222359_x_at	-99.2756
222360_at	-15.6554
222361_at	18.4262
222362_at	-66.1602
222363_at	43.4583
222364_at	-44.9889
222365_at	-21.2347
222366_at	51.6426
222367_at	-94.9203
222368_at	-87.3942
222369_at	-9.0817
222370_x_at	40.3055
222371_at	97.0298
222372_at	-22.1485
222373_at	-96.6795
222374_at	61.6785
222375_at	78.0203
222376_at	-10.4627
222377_at	30.3363
222378_at	25.4183
222379_at	-45.4177
222380_s_at	40.8632
222381_at	19.3105
222382_x_at	-6.83441
222383_s_at	-54.5671
222384_at	1.11079
222385_x_at	-53.3605
222386_s_at	-59.9006
222387_s_at	31.5309
222388_s_at	-70.6264
222389_s_at	97.2901
222390_at	89.3908
222391_at	6.0449
222392_x_at	-34.0979
222393_s_at	35.2353
222394_at	-70.1856
222395_s_at	-60.7009
222396_at	72.8945
222397_at	-51.0133
222398_s_at	-30.7235
222399_s_at	-96.7656
222400_s_at	-47.6265
222401_s_at	95.4919
222402_at	-32.8962
222403_at	-2.55118
222404_x_at	-6.76654
222405_at	-2.30593
222406_s_at	21.6368
222407_s_at	87.8388
222408_s_at	95.8048
222409_at	42.9201
222410_s_at	84.7511
222411_s_at	-15.264
222412_s_at	-14.0462
222413_s_at	95.9452
222414_at	97.8436
222415_at	93.2623
222416_at	-6.65455
222417_s_at	-10.4552
222418_s_at	97.6142
222419_x_at	82.2116
222420_s_at	49.9685
222421_at	52.5523
222422_s_at	3.59839
222423_at	-42.0814
222424_s_at	-10.1321
222425_s_at	-14.6673
222426_at	-19.1804
222427_s_at	-9.54105
222428_s_at	-6.58958
222429_at	87.7
222430_s_at	-54.0713
222431_at	-14.4635
222432_s_at	-60.6385
222433_at	-8.89632
222434_at	-19.3977
222435_s_at	69.1631
222436_s_at	93.8053
222437_s_at	88.4649
222438_at	10.8339
222439_s_at	30.4554
222440_s_at	19.9474
222441_x_at	-62.1193
222442_s_at	11.2247
222443_s_at	-95.5062
222444_at	-16.5767
222445_at	-49.4292
222446_s_at	-77.9875
222447_at	31.3262
222448_s_at	-9.00779
222449_at	-23.1789
222450_at	-20.6616
222451_s_at	-2.97039
222452_s_at	74.9459
222453_at	26.0362
222454_s_at	-38.0138
222455_s_at	-40.0522
222456_s_at	-33.0646
222457_s_at	-9.02923
222458_s_at	79.4714
222459_at	74.0122
222460_s_at	93.3115
222461_s_at	7.81089
222462_s_at	-19.9552
222463_s_at	-13.8639
222464_s_at	86.2846
222465_at	-26.7891
222466_s_at	-12.963
222467_s_at	45.7875
222468_at	96.5866
222469_s_at	34.9934
222470_s_at	-36.4365
222471_s_at	-63.6942
222472_at	71.348
222473_s_at	95.5217
222474_s_at	-8.55728
222475_at	71.9772
222476_at	17.8685
222477_s_at	-24.1263
222478_at	-36.7904
222479_s_at	98.5001
222480_at	-72.8513
222481_at	-5.77562
222482_at	-19.1212
222483_at	97.9302
222484_s_at	-36.4111
222485_at	34.7322
222486_s_at	-45.6071
222487_s_at	-18.6649
222488_s_at	9.71982
222489_s_at	-13.0622
222490_at	-5.08872
222491_at	7.61291
222492_at	-73.1701
222493_s_at	95.3205
222494_at	77.6983
222495_at	97.1685
222496_s_at	97.0939
222497_x_at	-4.97307
222498_at	22.351
222499_at	-2.5472
222500_at	-1.98306
222501_s_at	-82.2923
222502_s_at	-35.7097
222503_s_at	-32.2022
222504_s_at	-39.5345
222505_at	-22.8519
222506_at	-19.8484
222507_s_at	7.90895
222508_s_at	54.6554
222509_s_at	13.2216
222510_s_at	7.65791
222511_x_at	-84.4756
222512_at	74.27
222513_s_at	-25.4503
222514_at	79.8719
222515_x_at	77.045
222516_at	-98.9759
222517_at	-17.8592
222518_at	-2.93307
222519_s_at	-34.1618
222520_s_at	-13.7834
222521_x_at	-35.3422
222522_x_at	-24.1685
222523_at	51.8519
222524_s_at	78.2364
222525_s_at	-10.7834
222526_at	29.7259
222527_s_at	91.5437
222528_s_at	92.6011
222529_at	94.2082
222530_s_at	-53.4121
222531_s_at	49.4404
222532_at	-4.54509
222533_at	39.6862
222534_s_at	-75.3072
222535_at	-97.4161
222536_s_at	-64.6759
222537_s_at	98.8959
222538_s_at	-26.7832
222539_at	77.7231
222540_s_at	44.6865
222541_at	62.2404
222542_x_at	65.4756
222543_at	-36.2971
222544_s_at	90.1058
222545_s_at	-51.3278
222546_s_at	-71.0515
222547_at	79.476
222548_s_at	69.537
222549_at	-23.8661
222550_at	-8.95786
222551_s_at	-11.2032
222552_at	-17.411
222553_x_at	-92.2368
222554_s_at	-7.77138
222555_s_at	54.0291
222556_at	-8.98688
222557_at	-66.7372
222558_at	-62.6914
222559_s_at	-70.9026
222560_at	68.3244
222561_at	-1.62077
222562_s_at	71.0114
222563_s_at	82.9219
222564_at	-69.7997
222565_s_at	-29.497
222566_at	62.7366
222567_s_at	-53.8
222568_at	51.9917
222569_at	33.4222
222570_at	-52.842
222571_at	-45.543
222572_at	-43.5808
222573_s_at	-9.08087
222574_s_at	61.4516
222575_at	-57.9603
222576_s_at	82.7675
222577_at	-75.2241
222578_s_at	-2.76512
222579_at	-4.2592
222580_at	-18.7517
222581_at	-40.3368
222582_at	71.006
222583_s_at	98.3094
222584_at	-4.71758
222585_x_at	84.4101
222586_s_at	96.6063
222587_s_at	44.3334
222588_s_at	-8.45083
222589_at	-23.8481
222590_s_at	-52.9291
222591_at	-62.4481
222592_s_at	8.18029
222593_s_at	-0.862426
222594_s_at	-4.20654
222595_s_at	36.1147
222596_s_at	76.8626
222597_at	70.1763
222598_s_at	-97.5946
222599_s_at	-25.4667
222600_s_at	-95.6941
222601_at	-57.1633
222602_at	-93.9377
222603_at	-18.7813
222604_at	-3.42546
222605_at	70.0624
222606_at	-6.10214
222607_s_at	-47.3474
222608_s_at	-15.9572
222609_s_at	-52.3796
222610_s_at	30.6302
222611_s_at	33.011
222612_at	79.0131
222613_at	-12.8416
222614_at	-10.6511
222615_s_at	-77.8284
222616_s_at	-80.0981
222617_s_at	-81.4524
222618_at	-81.8271
222619_at	96.7813
222620_s_at	-45.8131
222621_at	-81.9183
222622_at	-74.929
222623_s_at	-20.3768
222624_s_at	-14.3014
222625_s_at	99.3988
222626_at	-80.5281
222627_at	-14.2171
222628_s_at	-78.3491
222629_at	-87.456
222630_at	-7.95546
222631_at	-13.7287
222632_s_at	-43.3957
222633_at	24.9946
222634_s_at	32.6746
222635_s_at	46.8205
222636_at	53.7497
222637_at	-22.9364
222638_s_at	-51.0277
222639_s_at	46.8891
222640_at	29.1298
222641_s_at	-68.8996
222642_s_at	76.8144
222643_s_at	-96.3755
222644_s_at	-93.1257
222645_s_at	3.89125
222646_s_at	27.0886
222647_at	-31.1629
222648_at	61.0547
222649_at	-2.03167
222650_s_at	-90.0253
222651_s_at	-47.387
222652_s_at	76.4583
222653_at	-2.71781
222654_at	-3.61857
222655_s_at	5.58507
222656_at	82.0253
222657_s_at	98.0284
222658_s_at	-14.9221
222659_at	-20.6289
222660_s_at	71.3292
222661_at	25.697
222662_at	97.1499
222663_at	-28.7272
222664_at	-38.2822
222665_at	-37.1484
222666_s_at	-5.11371
222667_s_at	79.1651
222668_at	-33.2452
222669_s_at	-19.4714
222670_s_at	-84.7676
222671_s_at	-21.8717
222672_at	-8.52021
222673_x_at	-12.1456
222674_at	-54.3256
222675_s_at	-53.5483
222676_at	2.95725
222677_x_at	30.6839
222678_s_at	80.1952
222679_s_at	77.6492
222680_s_at	-28.8261
222681_at	-7.857
222682_s_at	-82.9054
222683_at	39.0592
222684_s_at	-1.47004
222685_at	-17.8762
222686_s_at	99.1652
222687_s_at	-80.8703
222688_at	-72.7128
222689_at	-31.24
222690_s_at	-35.7775
222691_at	12.7996
222692_s_at	71.2826
222693_at	45.4267
222694_at	89.5034
222695_s_at	-88.636
222696_at	-17.1506
222697_s_at	-47.2628
222698_s_at	-24.2913
222699_s_at	76.6753
222700_at	-65.5501
222701_s_at	-49.6676
222702_x_at	53.8079
222703_s_at	-71.7862
222704_at	-14.5648
222705_s_at	-10.2866
222706_at	70.0588
222707_s_at	-51.8503
222708_s_at	28.6813
222709_at	78.5271
222710_at	-14.2063
222711_s_at	38.6198
222712_s_at	-55.7919
222713_s_at	-27.8551
222714_s_at	-42.6024
222715_s_at	45.7796
222716_s_at	-20.5584
222717_at	2.66178
222718_at	84.9625
222719_s_at	-35.0297
222720_x_at	-55.0955
222721_at	99.2239
222722_at	-17.7516
222723_at	-68.1973
222724_at	71.0716
222725_s_at	-47.7217
222726_s_at	5.31025
222727_s_at	78.7397
222728_s_at	12.5959
222729_at	45.3215
222730_s_at	2.31735
222731_at	25.2851
222732_at	96.2905
222733_x_at	80.039
222734_at	-2.44792
222735_at	-6.25802
222736_s_at	-28.8222
